date,description,amount,account_number,account_description,account_category
2024-07-23 23:48:57.578120,,-4695.21,2120,Naturgas- og bygasafgift,Lokaleomkostninger
2024-07-23 23:48:57.578120, andre værdipapirer og kapitalandele {} - ref. 95599,-43421.2,6450,Andre værdipapirer og kapitalandele,Andre værdipapirer og kapitalandele
2024-07-23 23:48:57.578120,,-27655.73,5730,"Finansielt leasede aktiver, årets afgange",Finansielt leasede aktiver
2024-07-23 23:48:57.578120," betaling {} - kapitalandele i tilknyttede virksomheder, øvrige værdireguleringer - ref. 38684",-2451.43,5830,"Kapitalandele i tilknyttede virksomheder, øvrige værdireguleringer",Kapitalandele i tilknyttede virksomheder
2024-07-24 23:48:57.578120,,-47951.56,2990,Personaleomkostninger,Personaleomkostninger
2024-07-24 23:48:57.578120,,-11953.13,3560,Nedskrivning af finansielle aktiver,Nedskrivning af finansielle aktiver
2024-07-24 23:48:57.578120,,-26983.72,5771,Materielle anlægsaktiver,Finansielt leasede aktiver
2024-07-24 23:48:57.578120," betaling {} - investeringsejendomme, årets forbedringer - ref. 53393",-11151.74,5190,"Investeringsejendomme, årets forbedringer",Investeringsejendomme
2024-07-24 23:48:57.578120,,-9630.6,5280,"Investeringsejendomme under opførelse, øvrige værdireguleringer",Investeringsejendomme under opførelse
2024-07-25 23:48:57.578120,,-31014.27,2070,Vand,Lokaleomkostninger
2024-07-25 23:48:57.578120,,-38537.97,5600,"Andre anlæg, driftsmateriel og inventar, øvrige værdireguleringer","Andre anlæg, driftsmateriel og inventar"
2024-07-25 23:48:57.578120,,-5425.65,5120,"Erhvervede immaterielle anlægsaktiver, årets af- og nedskrivninger",Erhvervede immaterielle anlægsaktiver
2024-07-26 23:48:57.578120,,-47711.4,3620,"Valutakursreguleringer, udenlandske dattervirksomheder",Øvrige finansielle omkostninger
2024-07-28 23:48:57.578120," grunde og bygninger, årets forbedringer {} - ref. 57668",-18401.8,5350,"Grunde og bygninger, årets forbedringer",Grunde og bygninger
2024-07-29 23:48:57.578120,,-18650.98,6300,Tilgodehavende selskabsskat (kortfristet),Andre tilgodehavender (kortfristede)
2024-07-29 23:48:57.578120,,-41031.38,6140,Fremstillede varer og handelsvarer,Fremstillede varer og handelsvarer
2024-07-30 23:48:57.578120, hensættelser til udskudt skat {} - ref. 45058,-4525.27,7010,Hensættelser til udskudt skat,Hensættelse til udskudt skat
2024-07-30 23:48:57.578120,,-11098.64,3400,"Øvrige indtægter af andre kapitalandele, værdipapirer og tilgodehavender, der er anlægsaktiver","Indtægter af andre kapitalandele, værdipapirer og tilgodehavender, der er anlægsaktiver"
2024-07-31 23:48:57.578120, betaling {} - langfristede tilgodehavender hos tilknyttede virksomheder - ref. 35674,-49145.36,5890,Langfristede tilgodehavender hos tilknyttede virksomheder,Langfristede tilgodehavender hos tilknyttede virksomheder
2024-07-31 23:48:57.578120,,-13630.35,2630,Biludgifter efter statens takster,Administrationsomkostninger
2024-07-31 23:48:57.578120,,-22496.21,5250,"Investeringsejendomme under opførelse, årets tilgange",Investeringsejendomme under opførelse
2024-07-31 23:48:57.578120,,-22566.55,5310,"Investeringsejendomme under opførelse, ultimo",Investeringsejendomme under opførelse
2024-08-01 23:48:57.578120,,-10384.6,2720,Øreafrunding/kassedifferencer,Administrationsomkostninger
2024-08-01 23:48:57.578120,,38263.84,1010,Salg af varer og ydelser,Nettoomsætning
2024-08-02 23:48:57.578120," betaling {} - andre anlæg, driftsmateriel og inventar, tilbageførte af- og nedskrivninger - ref. 48123",-561.89,5620,"Andre anlæg, driftsmateriel og inventar, tilbageførte af- og nedskrivninger","Andre anlæg, driftsmateriel og inventar"
2024-08-02 23:48:57.578120, {} salgsmoms - ref. 87568,-18707.93,7680,Salgsmoms,"Anden gæld, herunder skyldige skatter og skyldige bidrag til social sikring"
2024-08-02 23:48:57.578120," grunde og bygninger, årets afgange {} - ref. 10207",-19151.41,5340,"Grunde og bygninger, årets afgange",Grunde og bygninger
2024-08-03 23:48:57.578120,,-23853.6,7160,Gæld til tilknyttede virksomheder - langfristet gæld,Gæld til tilknyttede virksomheder - langfristet gæld
2024-08-03 23:48:57.578120," {} kurstab på likvider, bankgæld og prioritetsgæld - ref. 75643",-8653.33,3630,"Kurstab på likvider, bankgæld og prioritetsgæld",Øvrige finansielle omkostninger
2024-08-04 23:48:57.578120,,-11740.99,2960,Andre personaleomkostninger,Personaleomkostninger
2024-08-05 23:48:57.578120,,-6321.01,2710,Administrationsvederlag/management fee,Administrationsomkostninger
2024-08-05 23:48:57.578120,,-32356.33,7410,Modtagne forudbetalinger fra kunder,Modtagne forudbetalinger fra kunder
2024-08-05 23:48:57.578120,,-3914.49,2050,El,Lokaleomkostninger
2024-08-05 23:48:57.578120,,-33880.15,5800,"Kapitalandele i tilknyttede virksomheder, bogført værdi primo",Kapitalandele i tilknyttede virksomheder
2024-08-06 23:48:57.578120, {} kortfristede tilgodehavender hos tilknyttede virksomheder - ref. 15372,-9916.91,6220,Kortfristede tilgodehavender hos tilknyttede virksomheder,Kortfristede tilgodehavender hos tilknyttede virksomheder
2024-08-06 23:48:57.578120,,-34286.43,6210,Tilgodehavender fra salg og tjenesteydelser,Tilgodehavender fra salg og tjenesteydelser
2024-08-07 23:48:57.578120, af- og nedskrivninger af produktionsanlæg og maskiner {} - ref. 51269,-7643.5,3030,Af- og nedskrivninger af produktionsanlæg og maskiner,Af- og nedskrivninger af materielle og immaterielle anlægsaktiver
2024-08-08 23:48:57.578120,,-1205.39,2060,Elafgift,Lokaleomkostninger
2024-08-09 23:48:57.578120,,-34933.36,6150,Nedskrivning på fremstillede varer og handelsvarer,Fremstillede varer og handelsvarer
2024-08-09 23:48:57.578120,,-16739.7,5680,"Materielle anlægsaktiver under udførelse og forudbetalinger for materielle anlægsaktiver, årets nedskrivninger",Materielle anlægsaktiver under udførelse og forudbetalinger for materielle anlægsaktiver
2024-08-09 23:48:57.578120, nedskrivning på varer under fremstilling {} - ref. 17803,-27661.5,6120,Nedskrivning på varer under fremstilling,Varer under fremstilling
2024-08-10 23:48:57.578120,,-29924.2,1930,"Repræsentationsomkostninger, fuld fradragsret skattemæssigt",Salgsomkostninger
2024-08-10 23:48:57.578120,,-36581.74,5500,"Indretning af lejede lokaler, bogført værdi primo",Indretning af lejede lokaler
2024-08-10 23:48:57.578120,,-31104.98,5850,"Kapitalandele i tilknyttede virksomheder, tilbageførte nedskrivninger",Kapitalandele i tilknyttede virksomheder
2024-08-11 23:48:57.578120,,-25622.35,6950,Overført resultat,Overført resultat
2024-08-11 23:48:57.578120,,-29539.98,3470,Renter fra banker,Andre finansielle indtægter
2024-08-12 23:48:57.578120,,-38677.16,2060,Elafgift,Lokaleomkostninger
2024-08-13 23:48:57.578120,,-45833.13,3675,Renter til det offentlige (ej fradragsberettiget skattemæssigt),Øvrige finansielle omkostninger
2024-08-13 23:48:57.578120, foreslået udbytte indregnet under egenkapitalen {} - ref. 26221,-24987.77,6970,Foreslået udbytte indregnet under egenkapitalen,Foreslået udbytte indregnet under egenkapitalen
2024-08-13 23:48:57.578120,,-28149.53,2480,Vikarassistance,Administrationsomkostninger
2024-08-14 23:48:57.578120,,-45033.03,5190,"Investeringsejendomme, årets forbedringer",Investeringsejendomme
2024-08-15 23:48:57.578120,,-41573.86,2050,El,Lokaleomkostninger
2024-08-15 23:48:57.578120,,-2319.66,2350,Kantineudgifter,Administrationsomkostninger
2024-08-15 23:48:57.578120,,-8348.11,7260,"Anden gæld, herunder skyldige skatter og skyldige bidrag til social sikring","Anden gæld, herunder skyldige skatter og skyldige bidrag til social sikring"
2024-08-16 23:48:57.578120,,-11928.98,7440,Leverandører af varer og tjenesteydelser,Leverandører af varer og tjenesteydelser
2024-08-16 23:48:57.578120,,-19569.07,5800,"Kapitalandele i tilknyttede virksomheder, bogført værdi primo",Kapitalandele i tilknyttede virksomheder
2024-08-16 23:48:57.578120,,-46993.32,2210,Lokaleomkostninger,Lokaleomkostninger
2024-08-16 23:48:57.578120,,-6940.6,6340,Andre tilgodehavender (kortfristede),Andre tilgodehavender (kortfristede)
2024-08-17 23:48:57.578120, årets resultat {} - ref. 88677,-18586.76,4999,Årets resultat,Andre skatter
2024-08-17 23:48:57.578120, fri bil {} - ref. 29028,-20634.28,2640,Fri bil,Administrationsomkostninger
2024-08-18 23:48:57.578120,,-16509.11,3170,Tab ved salg af materielle anlægsaktiver,Andre driftsomkostninger
2024-08-18 23:48:57.578120, øvrige afgifter {} - ref. 98970,-28736.63,2140,Øvrige afgifter,Lokaleomkostninger
2024-08-20 23:48:57.578120,,-3223.35,6971,Egenkapital i alt,Foreslået udbytte indregnet under egenkapitalen
2024-08-20 23:48:57.578120,,-26948.96,5040,"Goodwill, øvrige værdireguleringer",Goodwill
2024-08-20 23:48:57.578120, {} nedskrivning på langfristede tilgodehavender hos tilknyttede virksomheder - ref. 51102,-44710.25,5880,Nedskrivning på langfristede tilgodehavender hos tilknyttede virksomheder,Langfristede tilgodehavender hos tilknyttede virksomheder
2024-08-20 23:48:57.578120," faktura {} - repræsentationsomkostninger, fuld fradragsret skattemæssigt - ref. 80850",-27291.27,1930,"Repræsentationsomkostninger, fuld fradragsret skattemæssigt",Salgsomkostninger
2024-08-21 23:48:57.578120, {} renter til det offentlige (ej fradragsberettiget skattemæssigt) - ref. 30731,-28145.18,3675,Renter til det offentlige (ej fradragsberettiget skattemæssigt),Øvrige finansielle omkostninger
2024-08-21 23:48:57.578120,,-31204.12,2710,Administrationsvederlag/management fee,Administrationsomkostninger
2024-08-21 23:48:57.578120,,-12454.7,6170,Forudbetalinger for varer,Forudbetalinger for varer
2024-08-23 23:48:57.578120,,-41220.68,7260,"Anden gæld, herunder skyldige skatter og skyldige bidrag til social sikring","Anden gæld, herunder skyldige skatter og skyldige bidrag til social sikring"
2024-08-24 23:48:57.578120,,-27725.59,2010,Salgsomkostninger,Salgsomkostninger
2024-08-24 23:48:57.578120,,-15312.87,1740,"Ydelseskøb, udland, ikke-EU","Omkostninger til råvarer, hjælpematerialer og ydelser"
2024-08-24 23:48:57.578120," kurstab på likvider, bankgæld og prioritetsgæld {} - ref. 22005",-34891.81,3630,"Kurstab på likvider, bankgæld og prioritetsgæld",Øvrige finansielle omkostninger
2024-08-24 23:48:57.578120, {} deposita - ref. 49975,-26923.59,6040,Deposita,Andre (langfristede) tilgodehavender
2024-08-25 23:48:57.578120, betaling {} - nedskrivning på langfristede tilgodehavender hos tilknyttede virksomheder - ref. 92169,-5671.1,5880,Nedskrivning på langfristede tilgodehavender hos tilknyttede virksomheder,Langfristede tilgodehavender hos tilknyttede virksomheder
2024-08-25 23:48:57.578120,,-6574.41,5600,"Andre anlæg, driftsmateriel og inventar, øvrige værdireguleringer","Andre anlæg, driftsmateriel og inventar"
2024-08-25 23:48:57.578120,,-35820.69,5980,Nedskrivning på langfristede tilgodehavender hos kapitalinteresser,Langfristede tilgodehavender hos kapitalinteresser
2024-08-25 23:48:57.578120,,-38389.16,3170,Tab ved salg af materielle anlægsaktiver,Andre driftsomkostninger
2024-08-25 23:48:57.578120,,19491.15,1550,Øvrige andre driftsindtægter,Andre driftsindtægter
2024-08-25 23:48:57.578120,,-17348.73,6470,Likvide beholdninger,Likvide beholdninger
2024-08-25 23:48:57.578120,,-45510.92,5340,"Grunde og bygninger, årets afgange",Grunde og bygninger
2024-08-26 23:48:57.578120,,-398.52,5940,"Kapitalandele i kapitalinteresser, årets nedskrivninger",Kapitalandele i kapitalinteresser
2024-08-26 23:48:57.578120, betaling {} - kontorartikler - ref. 52648,-7324.33,2450,Kontorartikler,Administrationsomkostninger
2024-08-28 23:48:57.578120,,-23176.06,8000,Anden skyldig pension,"Anden gæld, herunder skyldige skatter og skyldige bidrag til social sikring"
2024-08-28 23:48:57.578120,,-45800.99,5660,"Materielle anlægsaktiver under udførelse og forudbetalinger for materielle anlægsaktiver, årets afgange",Materielle anlægsaktiver under udførelse og forudbetalinger for materielle anlægsaktiver
2024-08-28 23:48:57.578120,,-3237.05,7900,Skyldige feriepenge,"Anden gæld, herunder skyldige skatter og skyldige bidrag til social sikring"
2024-08-28 23:48:57.578120,,-27165.84,7900,Skyldige feriepenge,"Anden gæld, herunder skyldige skatter og skyldige bidrag til social sikring"
2024-08-29 23:48:57.578120," betaling {} - produktionsanlæg og maskiner, øvrige værdireguleringer - ref. 56756",-35048.09,5450,"Produktionsanlæg og maskiner, øvrige værdireguleringer",Produktionsanlæg og maskiner
2024-08-29 23:48:57.578120,,-1994.81,2190,Ejendomsskatter,Lokaleomkostninger
2024-08-29 23:48:57.578120,,-45810.0,2060,Elafgift,Lokaleomkostninger
2024-08-29 23:48:57.578120,,-45357.63,9999,PASSIVER I ALT,Periodeafgrænsningsposter
2024-08-30 23:48:57.578120,,-30391.06,5320,"Grunde og bygninger, bogført værdi primo",Grunde og bygninger
2024-08-30 23:48:57.578120, betaling {} - it-udstyr mv. - ref. 54540,-19508.17,2310,It-udstyr mv.,Administrationsomkostninger
2024-08-30 23:48:57.578120,,-41620.63,2370,Kontingenter,Administrationsomkostninger
2024-08-30 23:48:57.578120, rentetillæg mv. fra det offentlige (ej skattepligtig) {} - ref. 90558,-8389.15,3510,Rentetillæg mv. fra det offentlige (ej skattepligtig),Andre finansielle indtægter
2024-08-31 23:48:57.578120,,-46273.76,7740,Købsmoms,"Anden gæld, herunder skyldige skatter og skyldige bidrag til social sikring"
2024-09-01 23:48:57.578120,,-5519.18,3490,Renter vedr. tilgodehavende fra salg af varer og tjenesteydelser,Andre finansielle indtægter
2024-09-01 23:48:57.578120,,40011.34,1540,Gevinst ved salg af finansielle anlægsaktiver,Andre driftsindtægter
2024-09-01 23:48:57.578120,,-11885.62,7330,Gæld til banker - kortfristet gæld,Gæld til kreditinstitutter - kortfristet gæld
2024-09-02 23:48:57.578120," {} erhvervede immaterielle anlægsaktiver, øvrige værdireguleringer - ref. 14295",-8921.52,5110,"Erhvervede immaterielle anlægsaktiver, øvrige værdireguleringer",Erhvervede immaterielle anlægsaktiver
2024-09-02 23:48:57.578120,,-30035.31,7010,Hensættelser til udskudt skat,Hensættelse til udskudt skat
2024-09-02 23:48:57.578120,,-15199.32,8050,Anden gæld (kortfristet gæld),"Anden gæld, herunder skyldige skatter og skyldige bidrag til social sikring"
2024-09-02 23:48:57.578120,,-3628.15,5020,"Goodwill, årets tilgange",Goodwill
2024-09-02 23:48:57.578120, {} langfristede tilgodehavender hos kapitalinteresser - ref. 70099,-2831.81,5990,Langfristede tilgodehavender hos kapitalinteresser,Langfristede tilgodehavender hos kapitalinteresser
2024-09-03 23:48:57.578120, {} andre personaleomkostninger - ref. 34564,-148.23,2960,Andre personaleomkostninger,Personaleomkostninger
2024-09-03 23:48:57.578120,,-46454.79,2350,Kantineudgifter,Administrationsomkostninger
2024-09-04 23:48:57.578120, {} elafgift - ref. 87647,-9377.21,2060,Elafgift,Lokaleomkostninger
2024-09-04 23:48:57.578120,,-35887.9,7840,Skyldig moms,"Anden gæld, herunder skyldige skatter og skyldige bidrag til social sikring"
2024-09-05 23:48:57.578120,,-14249.15,1890,Restaurationsbesøg,Salgsomkostninger
2024-09-06 23:48:57.578120,,-40866.12,5190,"Investeringsejendomme, årets forbedringer",Investeringsejendomme
2024-09-07 23:48:57.578120," {} indretning af lejede lokaler, tilbageførte af- og nedskrivninger - ref. 63912",-22214.91,5550,"Indretning af lejede lokaler, tilbageførte af- og nedskrivninger",Indretning af lejede lokaler
2024-09-08 23:48:57.578120,,-26563.93,5750,"Finansielt leasede aktiver, årets af- og nedskrivninger",Finansielt leasede aktiver
2024-09-09 23:48:57.578120," betaling {} - investeringsejendomme under opførelse, tilbageførte nedskrivninger - ref. 39220",-18605.9,5300,"Investeringsejendomme under opførelse, tilbageførte nedskrivninger",Investeringsejendomme under opførelse
2024-09-10 23:48:57.578120," betaling {} - produktionsanlæg og maskiner, årets af- og nedskrivninger - ref. 88002",-12938.87,5470,"Produktionsanlæg og maskiner, årets af- og nedskrivninger",Produktionsanlæg og maskiner
2024-09-10 23:48:57.578120," faktura {} - salg af ydelser udland, ikke-eu - ref. 39597",2380.85,1200,"Salg af ydelser udland, ikke-EU",Nettoomsætning
2024-09-10 23:48:57.578120,,-1407.86,2070,Vand,Lokaleomkostninger
2024-09-11 23:48:57.578120,,-25701.21,7170,Gæld til kapitalinteresser - langfristet gæld,Gæld til tilknyttede virksomheder - langfristet gæld
2024-09-11 23:48:57.578120,,-523.39,6230,Akkumulerede nedskrivninger til tab på tilgodehavender fra tilknyttede virksomheder,Kortfristede tilgodehavender hos tilknyttede virksomheder
2024-09-11 23:48:57.578120,,-37523.95,5270,"Investeringsejendomme under opførelse, årets forbedringer",Investeringsejendomme under opførelse
2024-09-12 23:48:57.578120,,-17764.46,3200,Indtægter af kapitalandele i tilknyttede virksomheder,Indtægter af kapitalandele i tilknyttede virksomheder
2024-09-12 23:48:57.578120, elafgift {} - ref. 41971,-21301.63,2060,Elafgift,Lokaleomkostninger
2024-09-12 23:48:57.578120,,-41445.46,6971,Egenkapital i alt,Foreslået udbytte indregnet under egenkapitalen
2024-09-12 23:48:57.578120,,-1630.63,3010,Af- og nedskrivninger af goodwill,Af- og nedskrivninger af materielle og immaterielle anlægsaktiver
2024-09-12 23:48:57.578120,,-34105.08,2470,Rejseudgifter,Administrationsomkostninger
2024-09-12 23:48:57.578120,,-25540.53,6040,Deposita,Andre (langfristede) tilgodehavender
2024-09-12 23:48:57.578120,,-17382.8,7040,Andre hensatte forpligtelser,Andre hensatte forpligtelser
2024-09-13 23:48:57.578120,,-32532.66,2890,AM Bidragspligtig A-Indkomst,Personaleomkostninger
2024-09-13 23:48:57.578120, overført resultat {} - ref. 95454,-40110.14,6950,Overført resultat,Overført resultat
2024-09-15 23:48:57.578120, {} råvarer og hjælpematerialer - ref. 88911,-48136.99,6080,Råvarer og hjælpematerialer,Råvarer og hjælpematerialer
2024-09-15 23:48:57.578120,,-24745.25,6080,Råvarer og hjælpematerialer,Råvarer og hjælpematerialer
2024-09-15 23:48:57.578120,,-33900.52,3250,Indtægter af kapitalandele,Indtægter af kapitalandele i kapitalinteresser
2024-09-15 23:48:57.578120," {} indretning af lejede lokaler, årets tilgange - ref. 99674",-20902.66,5510,"Indretning af lejede lokaler, årets tilgange",Indretning af lejede lokaler
2024-09-16 23:48:57.578120,,-41655.37,5290,"Investeringsejendomme under opførelse, årets nedskrivninger",Investeringsejendomme under opførelse
2024-09-16 23:48:57.578120,,-7233.18,5650,"Materielle anlægsaktiver under udførelse og forudbetalinger for materielle anlægsaktiver, årets tilgange",Materielle anlægsaktiver under udførelse og forudbetalinger for materielle anlægsaktiver
2024-09-16 23:48:57.578120,,-23045.46,3820,Andre skatter,Andre skatter
2024-09-17 23:48:57.578120,,36707.15,1490,Ændring i lagre af færdigvarer og varer under fremstilling,Ændring i lagre af færdigvarer og varer under fremstilling
2024-09-17 23:48:57.578120,,-37934.36,5840,"Kapitalandele i tilknyttede virksomheder, årets nedskrivninger",Kapitalandele i tilknyttede virksomheder
2024-09-17 23:48:57.578120," betaling {} - goodwill, årets tilgange - ref. 73661",-34036.1,5020,"Goodwill, årets tilgange",Goodwill
2024-09-18 23:48:57.578120,,-21597.22,2010,Salgsomkostninger,Salgsomkostninger
2024-09-18 23:48:57.578120, tab ved salg af immaterielle anlægsaktiver {} - ref. 71397,-35277.66,3160,Tab ved salg af immaterielle anlægsaktiver,Andre driftsomkostninger
2024-09-18 23:48:57.578120, {} akkumulerede nedskrivninger til tab på tilgodehavender fra kapitalinteresser - ref. 18456,-30565.42,6250,Akkumulerede nedskrivninger til tab på tilgodehavender fra kapitalinteresser,Kortfristede tilgodehavender hos tilknyttede virksomheder
2024-09-18 23:48:57.578120," betaling {} - investeringsejendomme, årets afgange - ref. 87758",-21642.51,5180,"Investeringsejendomme, årets afgange",Investeringsejendomme
2024-09-19 23:48:57.578120,,-24459.33,5141,Immaterielle anlægsaktiver,Erhvervede immaterielle anlægsaktiver
2024-09-19 23:48:57.578120, {} skyldig moms - ref. 55596,-19093.41,7840,Skyldig moms,"Anden gæld, herunder skyldige skatter og skyldige bidrag til social sikring"
2024-09-20 23:48:57.578120,,-17926.95,6100,Råvarer og hjælpematerialer,Råvarer og hjælpematerialer
2024-09-20 23:48:57.578120, betaling {} - renter til det offentlige (ej fradragsberettiget skattemæssigt) - ref. 48173,-24001.99,3675,Renter til det offentlige (ej fradragsberettiget skattemæssigt),Øvrige finansielle omkostninger
2024-09-21 23:48:57.578120,,-2230.48,7900,Skyldige feriepenge,"Anden gæld, herunder skyldige skatter og skyldige bidrag til social sikring"
2024-09-21 23:48:57.578120,,-34885.48,5890,Langfristede tilgodehavender hos tilknyttede virksomheder,Langfristede tilgodehavender hos tilknyttede virksomheder
2024-09-21 23:48:57.578120,,-39806.52,7700,"Moms af varekøb udland, EU og ikke-EU","Anden gæld, herunder skyldige skatter og skyldige bidrag til social sikring"
2024-09-22 23:48:57.578120,,-34272.12,5680,"Materielle anlægsaktiver under udførelse og forudbetalinger for materielle anlægsaktiver, årets nedskrivninger",Materielle anlægsaktiver under udførelse og forudbetalinger for materielle anlægsaktiver
2024-09-22 23:48:57.578120,,-37543.65,7780,Elafgift,"Anden gæld, herunder skyldige skatter og skyldige bidrag til social sikring"
2024-09-23 23:48:57.578120,,-38631.05,6130,Varer under fremstilling,Varer under fremstilling
2024-09-23 23:48:57.578120,,16996.66,1350,Værdireguleringer af investeringsejendomme,Nettoomsætning
2024-09-24 23:48:57.578120," investeringsejendomme, årets tilgange {} - ref. 88850",-319.21,5170,"Investeringsejendomme, årets tilgange",Investeringsejendomme
2024-09-25 23:48:57.578120,,-32194.96,7230,Deposita - langfristet gæld,"Anden gæld, herunder skyldige skatter og skyldige bidrag til social sikring"
2024-09-26 23:48:57.578120,,-49044.31,2300,Regulering af tilgodehavender fra tilknyttede virksomheder og associerede virksomheder,Administrationsomkostninger
2024-09-26 23:48:57.578120,,-39492.99,5670,"Materielle anlægsaktiver under udførelse og forudbetalinger for materielle anlægsaktiver, øvrige værdireguleringer",Materielle anlægsaktiver under udførelse og forudbetalinger for materielle anlægsaktiver
2024-09-26 23:48:57.578120, {} andre driftsomkostninger - ref. 88167,-44140.5,3190,Andre driftsomkostninger,Andre driftsomkostninger
2024-09-27 23:48:57.578120,,-18702.21,3630,"Kurstab på likvider, bankgæld og prioritetsgæld",Øvrige finansielle omkostninger
2024-09-27 23:48:57.578120,,-11172.66,7310,Gæld til kreditinstitutter - kortfristet gæld,Gæld til kreditinstitutter - kortfristet gæld
2024-09-27 23:48:57.578120,,-49490.49,6080,Råvarer og hjælpematerialer,Råvarer og hjælpematerialer
2024-09-27 23:48:57.578120,,-1600.93,5610,"Andre anlæg, driftsmateriel og inventar, årets af- og nedskrivninger","Andre anlæg, driftsmateriel og inventar"
2024-09-27 23:48:57.578120,,-37458.13,6210,Tilgodehavender fra salg og tjenesteydelser,Tilgodehavender fra salg og tjenesteydelser
2024-09-28 23:48:57.578120,,-25736.29,6320,Tilgodehavende moms (kortfristet),Andre tilgodehavender (kortfristede)
2024-09-28 23:48:57.578120,,-42758.04,5590,"Andre anlæg, driftsmateriel og inventar, årets afgange","Andre anlæg, driftsmateriel og inventar"
2024-09-28 23:48:57.578120,,-12753.35,6390,"Periodeafgrænsningsposter, der kan opretholdes skattemæssigt",Periodeafgrænsningsposter
2024-09-29 23:48:57.578120, betaling {} - periodeafgrænsningsposter - ref. 15240,-3748.85,8080,Periodeafgrænsningsposter,Periodeafgrænsningsposter
2024-09-29 23:48:57.578120,,-31665.12,7330,Gæld til banker - kortfristet gæld,Gæld til kreditinstitutter - kortfristet gæld
2024-09-30 23:48:57.578120,,-21364.61,6071,Finansielle anlægsaktiver,Tilgodehavender hos virksomhedsdeltagere og ledelse
2024-09-30 23:48:57.578120,,-4289.13,5530,"Indretning af lejede lokaler, øvrige værdireguleringer",Indretning af lejede lokaler
2024-10-01 23:48:57.578120,,-48452.81,2990,Personaleomkostninger,Personaleomkostninger
2024-10-01 23:48:57.578120,,-37637.99,2960,Andre personaleomkostninger,Personaleomkostninger
2024-10-01 23:48:57.578120,,-4084.98,8050,Anden gæld (kortfristet gæld),"Anden gæld, herunder skyldige skatter og skyldige bidrag til social sikring"
2024-10-01 23:48:57.578120,,-23468.76,6411,Tilgodehavender,Periodeafgrænsningsposter
2024-10-01 23:48:57.578120," erhvervede immaterielle anlægsaktiver, årets af- og nedskrivninger {} - ref. 81129",-10103.03,5120,"Erhvervede immaterielle anlægsaktiver, årets af- og nedskrivninger",Erhvervede immaterielle anlægsaktiver
2024-10-02 23:48:57.578120,,-6881.79,3000,Af- og nedskrivninger af erhvervede immaterielle anlægsaktiver,Af- og nedskrivninger af materielle og immaterielle anlægsaktiver
2024-10-02 23:48:57.578120,,-48396.32,6210,Tilgodehavender fra salg og tjenesteydelser,Tilgodehavender fra salg og tjenesteydelser
2024-10-02 23:48:57.578120," betaling {} - af- og nedskrivninger af andre anlæg, driftsmateriel og inventar - ref. 20070",-14415.3,3050,"Af- og nedskrivninger af andre anlæg, driftsmateriel og inventar",Af- og nedskrivninger af materielle og immaterielle anlægsaktiver
2024-10-03 23:48:57.578120, indbetaling {} - ref. 93717,48251.26,1150,"Salg af ydelser udland, EU",Nettoomsætning
2024-10-03 23:48:57.578120, betaling {} - anden skyldig pension - ref. 63260,-27750.68,8000,Anden skyldig pension,"Anden gæld, herunder skyldige skatter og skyldige bidrag til social sikring"
2024-10-03 23:48:57.578120,,-34363.34,5450,"Produktionsanlæg og maskiner, øvrige værdireguleringer",Produktionsanlæg og maskiner
2024-10-03 23:48:57.578120, af- og nedskrivninger af finansielt leasede produktionsanlæg og maskiner {} - ref. 69441,-27530.27,3080,Af- og nedskrivninger af finansielt leasede produktionsanlæg og maskiner,Af- og nedskrivninger af materielle og immaterielle anlægsaktiver
2024-10-03 23:48:57.578120, betaling {} - af- og nedskrivninger af software - ref. 33986,-48718.96,3060,Af- og nedskrivninger af software,Af- og nedskrivninger af materielle og immaterielle anlægsaktiver
2024-10-03 23:48:57.578120, {} skattefri rejse- og befordringsgodtgørelse - ref. 36174,-18825.9,2330,Skattefri rejse- og befordringsgodtgørelse,Administrationsomkostninger
2024-10-04 23:48:57.578120,,-49493.25,3180,Øvrige andre driftsomkostninger,Andre driftsomkostninger
2024-10-04 23:48:57.578120,,-37393.61,5710,"Finansielt leasede aktiver, bogført værdi primo",Finansielt leasede aktiver
2024-10-05 23:48:57.578120, co2-afgift {} - ref. 85207,-44388.65,2130,Co2-afgift,Lokaleomkostninger
2024-10-05 23:48:57.578120, tilgodehavende selskabsskat (kortfristet) {} - ref. 35001,-21771.6,6300,Tilgodehavende selskabsskat (kortfristet),Andre tilgodehavender (kortfristede)
2024-10-06 23:48:57.578120,,-17752.47,2650,Arbejdsskadeforsikring,Administrationsomkostninger
2024-10-07 23:48:57.578120,,-43493.01,7510,Gæld til tilknyttede virksomheder - kortfristet gæld,Gæld til tilknyttede virksomheder - kortfristet gæld
2024-10-07 23:48:57.578120,,-47715.32,7860,Skyldig løn og gager,"Anden gæld, herunder skyldige skatter og skyldige bidrag til social sikring"
2024-10-07 23:48:57.578120,,-47819.6,5220,"Investeringsejendomme, tilbageførte af- og nedskrivninger",Investeringsejendomme
2024-10-07 23:48:57.578120,,-28024.34,5830,"Kapitalandele i tilknyttede virksomheder, øvrige værdireguleringer",Kapitalandele i tilknyttede virksomheder
2024-10-07 23:48:57.578120, faktura {} - fragtomkostninger - ref. 25246,-34813.56,1830,Fragtomkostninger,Salgsomkostninger
2024-10-08 23:48:57.578120, betaling {} - skat af årets resultat - ref. 43492,-7295.06,3790,Skat af årets resultat,Skat af årets resultat
